,text,term,polarity
2017,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",sushi,0
2018,Not enough wines by the glass either.,wines by the glass,-1
2019,I had the duck breast special on my last visit and it was incredible.,duck breast special,1
2020,I must say it's a little pricey for the food because it was not as spectacular as the view.,food,-1
2021,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,french indian fusion,1
2022,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,1
2023,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",seat,-1
2024,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",bar,0
2025,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,1
2026,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,1
2027,My wife had the fried shrimp which are huge and loved it.,fried shrimp,1
2028,One should not go to Lucky Strike for the food.,food,-1
2029,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,-1
2030,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,table,-1
2031,We could only get through an appetizer and cheese fondue.,appetizer,0
2032,We could only get through an appetizer and cheese fondue.,cheese fondue,0
2033,Both times we waited well over a half hour for a table (even though we had reservations).,table,-1
2034,Both times we waited well over a half hour for a table (even though we had reservations).,reservations,-1
2035,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",manager,1
2036,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",reservation,0
2037,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",bar,0
2038,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",wait,1
2039,Try the green curry!!!,green curry,1
2040,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,1
2041,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,appetizer,1
2042,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,1
2043,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,1
2044,We were also seated promptly at the time of our reservation and the service was very quick and professional.,reservation,1
2045,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",seat,1
2046,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","currys (masaman, green, red)",1
2047,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",flavor,1
2048,The food there are sastifying.,food,1
2049,I highly recommend visiting this restaurant and having dinner and drinks!,dinner,1
2050,I highly recommend visiting this restaurant and having dinner and drinks!,drinks,1
2051,The bar is very well stocked with interesting beers and well priced wines.,bar,1
2052,The bar is very well stocked with interesting beers and well priced wines.,beers,1
2053,The bar is very well stocked with interesting beers and well priced wines.,wines,1
2054,The bar is very well stocked with interesting beers and well priced wines.,priced,1
2055,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",reservations,-1
2056,The food was good.,food,1
2057,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",wine selection,1
2058,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",Gigondas,1
2059,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",house champagne,1
2060,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",price,0
2061,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",music,-1
2062,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,fish,1
2063,I particularly love their yellowfun tuna and their mussel selection.,yellowfun tuna,1
2064,I particularly love their yellowfun tuna and their mussel selection.,mussel selection,1
2065,I love to visit Murrays for my bagel fix.,bagel,1
2066,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",scenery,1
2067,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",dinner reservations,1
2068,The place was nice and calm.,place,1
2069,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,1
2070,I could have drank 4 glasses of water and still been parched - so watch out.,glasses of water,0
2071,"When we sat, we got great and fast service.",service,1
2072,"Most of the servers are very attentive, friendly and quite attractive.",servers,1
2073,Service is average.,Service,0
2074,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual),1
2075,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,specials,1
2076,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",sandwich,0
2077,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",plastic forks,0
2078,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",pita,0
2079,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",hummus platter,0
2080,"The steak is good, the fish is good and the sushi was surprisingly great.",steak,1
2081,"The steak is good, the fish is good and the sushi was surprisingly great.",fish,1
2082,"The steak is good, the fish is good and the sushi was surprisingly great.",sushi,1
2083,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza,1
2084,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service,-1
2085,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",staff,-1
2086,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",cocktails,1
2087,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",decor,1
